timestamp,open,high,low,close,volume,symbol,name
2020-05-22,23.79,27.32,23.44,26.81,12575700,SGO.PA,Compagnie de Saint-Gobain
2020-05-15,25.7,25.75,22.64,23.12,6259305,SGO.PA,Compagnie de Saint-Gobain
2020-05-08,23.61,25.58,23.05,25.4,6418230,SGO.PA,Compagnie de Saint-Gobain
2020-04-30,23.76,25.94,23.11,24.21,7492782,SGO.PA,Compagnie de Saint-Gobain
2020-04-24,25.01,25.14,22.96,22.96,6368894,SGO.PA,Compagnie de Saint-Gobain
2020-04-17,26.34,26.36,23.81,24.81,7628143,SGO.PA,Compagnie de Saint-Gobain
2020-04-09,23.1,26.26,22.55,25.98,9892008,SGO.PA,Compagnie de Saint-Gobain
2020-04-03,21.88,22.425,20.82,21.69,8622462,SGO.PA,Compagnie de Saint-Gobain
2020-03-27,18.498,23.14,17.154,21.72,15422914,SGO.PA,Compagnie de Saint-Gobain
2020-03-20,21.395,21.885,16.408,18.724,20841225,SGO.PA,Compagnie de Saint-Gobain
2020-03-13,28.5,30.15,22.925,23.355,22572841,SGO.PA,Compagnie de Saint-Gobain
2020-03-06,32.435,33.68,31.085,31.51,15051031,SGO.PA,Compagnie de Saint-Gobain
2020-02-28,34.93,34.93,31.585,31.6,16328735,SGO.PA,Compagnie de Saint-Gobain
2020-02-21,35.9,36.475,35.23,35.815,5678745,SGO.PA,Compagnie de Saint-Gobain
2020-02-14,34.925,36.315,34.915,35.89,5036288,SGO.PA,Compagnie de Saint-Gobain
2020-02-07,34.23,35.905,34.135,35.19,7269063,SGO.PA,Compagnie de Saint-Gobain
2020-01-31,34.795,35.685,34.065,34.235,7280654,SGO.PA,Compagnie de Saint-Gobain
2020-01-24,35.38,35.785,34.56,35.21,6642280,SGO.PA,Compagnie de Saint-Gobain
2020-01-17,35.255,36.285,34.835,35.365,6739498,SGO.PA,Compagnie de Saint-Gobain
2020-01-10,35.75,36.3,35.05,35.22,7584616,SGO.PA,Compagnie de Saint-Gobain
2020-01-03,36.93,37.255,36.14,36.34,3758336,SGO.PA,Compagnie de Saint-Gobain
2019-12-27,37.025,37.378,36.855,37.08,2798877,SGO.PA,Compagnie de Saint-Gobain
2019-12-20,38.285,38.915,36.94,37.13,8295684,SGO.PA,Compagnie de Saint-Gobain
2019-12-13,37.67,39.565,37.065,38.07,8946548,SGO.PA,Compagnie de Saint-Gobain
2019-12-06,36.815,38.14,35.82,37.67,9530671,SGO.PA,Compagnie de Saint-Gobain
2019-11-29,36.54,37.815,36.355,36.75,7130227,SGO.PA,Compagnie de Saint-Gobain
2019-11-22,37.4,37.505,36.04,36.22,6586001,SGO.PA,Compagnie de Saint-Gobain
2019-11-15,37.19,38.35,36.385,37.48,7858934,SGO.PA,Compagnie de Saint-Gobain
2019-11-08,37.16,38.0,37.005,37.455,5802277,SGO.PA,Compagnie de Saint-Gobain
2019-11-01,37.0,37.82,36.235,36.975,7705607,SGO.PA,Compagnie de Saint-Gobain
2019-10-25,37.66,38.5,36.5,37.04,8707454,SGO.PA,Compagnie de Saint-Gobain
2019-10-18,36.79,38.48,36.25,37.685,8720384,SGO.PA,Compagnie de Saint-Gobain
2019-10-11,34.84,36.945,33.495,36.895,9780996,SGO.PA,Compagnie de Saint-Gobain
2019-10-04,35.495,36.765,33.85,34.81,11032341,SGO.PA,Compagnie de Saint-Gobain
2019-09-27,35.32,35.42,33.665,35.235,5930848,SGO.PA,Compagnie de Saint-Gobain
2019-09-20,35.68,35.75,34.235,35.385,8051392,SGO.PA,Compagnie de Saint-Gobain
2019-09-13,33.5,36.175,33.33,35.98,8358598,SGO.PA,Compagnie de Saint-Gobain
