timestamp,open,high,low,close,volume,symbol,name
2020-05-22,61.48,63.74,60.64,61.18,8035920,BN.PA,Groupe Danone
2020-05-15,64.2,64.84,59.76,60.66,7827082,BN.PA,Groupe Danone
2020-05-08,61.98,64.58,60.82,64.06,7681578,BN.PA,Groupe Danone
2020-04-30,63.5,64.44,61.26,63.26,7573140,BN.PA,Groupe Danone
2020-04-24,64.5,64.86,60.82,62.5,9932314,BN.PA,Groupe Danone
2020-04-17,59.5,64.38,59.08,63.62,9356547,BN.PA,Groupe Danone
2020-04-09,56.86,59.98,56.38,58.6,11154207,BN.PA,Groupe Danone
2020-04-03,55.52,58.82,54.5,56.52,13612493,BN.PA,Groupe Danone
2020-03-27,57.0,59.66,53.46,55.72,16082498,BN.PA,Groupe Danone
2020-03-20,51.72,65.34,50.26,58.74,23538481,BN.PA,Groupe Danone
2020-03-13,58.04,60.24,52.12,53.76,27351881,BN.PA,Groupe Danone
2020-03-06,64.72,65.1,60.6,60.96,18420068,BN.PA,Groupe Danone
2020-02-28,70.0,70.3,62.92,63.72,21010468,BN.PA,Groupe Danone
2020-02-21,72.46,72.74,70.38,71.0,6729988,BN.PA,Groupe Danone
2020-02-14,73.3,74.02,71.56,72.52,6754769,BN.PA,Groupe Danone
2020-02-07,72.84,73.8,72.52,73.44,6512481,BN.PA,Groupe Danone
2020-01-31,73.62,73.84,72.22,72.4,7486740,BN.PA,Groupe Danone
2020-01-24,73.52,74.5,72.58,74.1,6370815,BN.PA,Groupe Danone
2020-01-17,72.0,73.92,70.6,73.7,9508909,BN.PA,Groupe Danone
2020-01-10,73.96,75.16,72.34,72.6,7212127,BN.PA,Groupe Danone
2020-01-03,74.44,74.62,73.32,74.62,3617053,BN.PA,Groupe Danone
2019-12-27,74.8,75.2748,74.0383,74.5,3187730,BN.PA,Groupe Danone
2019-12-20,73.68,74.86,72.5,74.86,10500059,BN.PA,Groupe Danone
2019-12-13,74.06,74.42,72.62,73.38,7330226,BN.PA,Groupe Danone
2019-12-06,74.8,75.04,72.52,74.48,7088948,BN.PA,Groupe Danone
2019-11-29,74.56,75.08,74.12,74.72,5827307,BN.PA,Groupe Danone
2019-11-22,75.34,75.36,73.82,74.28,6493228,BN.PA,Groupe Danone
2019-11-15,73.84,75.66,73.44,75.18,6162029,BN.PA,Groupe Danone
2019-11-08,74.26,74.6,73.0,73.9,6773350,BN.PA,Groupe Danone
2019-11-01,73.92,75.5,73.46,73.98,6979705,BN.PA,Groupe Danone
2019-10-25,71.22,74.46,71.0,73.96,10452037,BN.PA,Groupe Danone
2019-10-18,79.16,80.8,71.66,71.96,12565241,BN.PA,Groupe Danone
2019-10-11,78.2,79.82,77.82,79.22,6449940,BN.PA,Groupe Danone
2019-10-04,80.48,81.02,77.28,78.2,6606397,BN.PA,Groupe Danone
2019-09-27,80.38,81.24,78.08,80.38,5675535,BN.PA,Groupe Danone
2019-09-20,79.22,81.36,78.86,80.44,7827648,BN.PA,Groupe Danone
2019-09-13,81.82,81.82,79.04,79.5,6622318,BN.PA,Groupe Danone
