timestamp,open,high,low,close,volume,symbol,name
2020-05-22,32.0,33.615,31.88,32.67,40245370,FP.PA,TOTAL S.A.
2020-05-15,33.5,33.55,29.675,30.86,33089305,FP.PA,TOTAL S.A.
2020-05-08,31.0,33.39,30.195,32.985,46687517,FP.PA,TOTAL S.A.
2020-04-30,32.0,34.595,31.285,32.85,29419551,FP.PA,TOTAL S.A.
2020-04-24,30.63,33.195,29.19,31.86,42011560,FP.PA,TOTAL S.A.
2020-04-17,34.3,34.345,29.665,31.02,39243030,FP.PA,TOTAL S.A.
2020-04-09,34.005,35.125,32.76,33.625,34877189,FP.PA,TOTAL S.A.
2020-04-03,31.2,37.86,30.965,33.53,75660301,FP.PA,TOTAL S.A.
2020-03-27,24.0,33.12,23.77,32.25,97724653,FP.PA,TOTAL S.A.
2020-03-20,25.5,26.3,21.12,25.0,108025566,FP.PA,TOTAL S.A.
2020-03-13,31.58,33.965,25.695,26.025,122065742,FP.PA,TOTAL S.A.
2020-03-06,39.915,40.345,36.965,37.15,57264787,FP.PA,TOTAL S.A.
2020-02-28,43.37,43.69,37.72,38.38,64262859,FP.PA,TOTAL S.A.
2020-02-21,45.475,45.61,43.88,44.295,26637047,FP.PA,TOTAL S.A.
2020-02-14,45.175,45.65,44.575,45.25,28249020,FP.PA,TOTAL S.A.
2020-02-07,43.955,47.0,43.67,45.26,34057203,FP.PA,TOTAL S.A.
2020-01-31,47.0,47.025,43.945,44.145,31827514,FP.PA,TOTAL S.A.
2020-01-24,48.815,48.955,47.04,47.385,20100593,FP.PA,TOTAL S.A.
2020-01-17,49.895,49.965,48.345,48.505,22219116,FP.PA,TOTAL S.A.
2020-01-10,50.29,50.93,49.745,49.785,26582034,FP.PA,TOTAL S.A.
2020-01-03,49.24,50.56,49.04,50.38,13721401,FP.PA,TOTAL S.A.
2019-12-27,48.955,49.9714,48.89,49.29,6404248,FP.PA,TOTAL S.A.
2019-12-20,47.8,49.32,47.75,49.07,31792994,FP.PA,TOTAL S.A.
2019-12-13,47.8193,48.51,46.93,47.82,18625925,FP.PA,TOTAL S.A.
2019-12-06,47.69,48.28,46.275,47.955,25258224,FP.PA,TOTAL S.A.
2019-11-29,49.36,49.525,47.64,47.64,23780909,FP.PA,TOTAL S.A.
2019-11-22,49.12,49.65,48.055,49.105,21860817,FP.PA,TOTAL S.A.
2019-11-15,49.32,49.655,48.63,49.275,19559737,FP.PA,TOTAL S.A.
2019-11-08,47.8,49.71,47.78,49.295,27636106,FP.PA,TOTAL S.A.
2019-11-01,47.77,48.28,46.825,47.75,24028034,FP.PA,TOTAL S.A.
