timestamp,open,high,low,close,volume,symbol,name
2020-05-22,111.0,114.3,108.35,110.4,2688682,EL.PA,EssilorLuxottica
2020-05-15,111.1,114.7,104.85,107.65,2850940,EL.PA,EssilorLuxottica
2020-05-08,109.1,112.55,105.05,110.7,2735243,EL.PA,EssilorLuxottica
2020-04-30,107.05,115.2,105.6,112.65,3080987,EL.PA,EssilorLuxottica
2020-04-24,111.55,113.5,103.8,105.0,3147355,EL.PA,EssilorLuxottica
2020-04-17,107.05,111.55,104.45,111.1,3348797,EL.PA,EssilorLuxottica
2020-04-09,100.25,110.7,99.22,106.7,3535120,EL.PA,EssilorLuxottica
2020-04-03,102.25,102.7,92.04,97.76,5106145,EL.PA,EssilorLuxottica
2020-03-27,102.4,112.5,95.18,102.55,6680525,EL.PA,EssilorLuxottica
2020-03-20,93.48,113.7,86.76,110.3,8650116,EL.PA,EssilorLuxottica
2020-03-13,113.3,117.3,97.68,100.1,13352951,EL.PA,EssilorLuxottica
2020-03-06,123.1,130.2,119.65,120.1,6782454,EL.PA,EssilorLuxottica
2020-02-28,138.7,138.75,119.1,123.1,6633895,EL.PA,EssilorLuxottica
2020-02-21,140.0,143.2,139.05,142.05,2653688,EL.PA,EssilorLuxottica
2020-02-14,136.7,140.05,136.05,139.35,2771393,EL.PA,EssilorLuxottica
2020-02-07,134.2,138.8,134.2,137.0,3042714,EL.PA,EssilorLuxottica
2020-01-31,136.7,139.15,134.25,134.25,3556770,EL.PA,EssilorLuxottica
2020-01-24,144.3,144.35,138.7,139.0,2796999,EL.PA,EssilorLuxottica
2020-01-17,140.7,145.0,137.25,144.7,2536195,EL.PA,EssilorLuxottica
2020-01-10,135.4,142.0,134.25,141.0,2327613,EL.PA,EssilorLuxottica
2020-01-03,137.0,138.6,133.3,136.25,1702305,EL.PA,EssilorLuxottica
2019-12-27,137.5,139.7,137.5,139.15,1697361,EL.PA,EssilorLuxottica
2019-12-20,141.0,142.7,137.5,137.5,3324410,EL.PA,EssilorLuxottica
2019-12-13,138.15,140.95,135.5,140.6,2468809,EL.PA,EssilorLuxottica
2019-12-06,141.1,142.3,134.55,138.75,2718009,EL.PA,EssilorLuxottica
2019-11-29,139.0,141.5,138.9,141.0,2434065,EL.PA,EssilorLuxottica
2019-11-22,139.7,141.2,137.1,138.55,2002023,EL.PA,EssilorLuxottica
2019-11-15,134.7,140.05,134.55,139.15,2682214,EL.PA,EssilorLuxottica
2019-11-08,136.95,137.0,134.25,135.05,2618934,EL.PA,EssilorLuxottica
2019-11-01,133.85,138.2,133.35,136.05,3170240,EL.PA,EssilorLuxottica
2019-10-25,135.1,135.1,131.0,134.55,2249784,EL.PA,EssilorLuxottica
2019-10-18,133.7,137.3,133.45,134.8,2502758,EL.PA,EssilorLuxottica
