timestamp,open,high,low,close,volume,symbol,name
2020-05-22,74.4,80.86,74.3,75.68,4921701,SAF.PA,Safran
2020-05-15,81.62,81.66,70.38,73.0,5326812,SAF.PA,Safran
2020-05-08,81.44,82.62,77.12,81.12,4294113,SAF.PA,Safran
2020-04-30,78.3,93.2,75.52,84.22,4794266,SAF.PA,Safran
2020-04-24,81.0,82.0,72.5,76.18,4692422,SAF.PA,Safran
2020-04-17,80.38,83.16,72.5,80.5,6139813,SAF.PA,Safran
2020-04-09,66.5,79.6,64.5,79.6,7388395,SAF.PA,Safran
2020-04-03,86.82,89.6,63.0,63.0,9724665,SAF.PA,Safran
2020-03-27,62.58,93.24,56.32,87.0,10999761,SAF.PA,Safran
2020-03-20,78.28,79.8,51.1,66.2,19947519,SAF.PA,Safran
2020-03-13,109.4,111.45,82.44,84.28,15725949,SAF.PA,Safran
2020-03-06,125.7,129.1,114.7,115.15,9844081,SAF.PA,Safran
2020-02-28,141.45,141.45,121.65,124.1,9694552,SAF.PA,Safran
2020-02-21,144.5,147.5,143.05,143.8,3554185,SAF.PA,Safran
2020-02-14,150.05,150.5,144.55,145.0,3406481,SAF.PA,Safran
2020-02-07,146.65,152.3,145.8,150.25,3933519,SAF.PA,Safran
2020-01-31,145.25,150.7,142.4,145.95,4446997,SAF.PA,Safran
2020-01-24,142.25,147.0,140.05,147.0,3651058,SAF.PA,Safran
2020-01-17,138.4,142.95,136.6,142.55,4224166,SAF.PA,Safran
2020-01-10,136.8,139.8,135.45,138.5,3749373,SAF.PA,Safran
2020-01-03,139.65,140.15,136.55,138.0,2050421,SAF.PA,Safran
2019-12-27,140.4,142.575,139.55,139.85,1882427,SAF.PA,Safran
2019-12-20,144.6,144.8,134.85,140.25,6859962,SAF.PA,Safran
2019-12-13,148.2,148.75,143.75,144.75,3824017,SAF.PA,Safran
2019-12-06,148.4,149.5,143.2,148.4,3070673,SAF.PA,Safran
2019-11-29,149.6,150.2,147.65,148.45,2345085,SAF.PA,Safran
2019-11-22,149.7,150.85,147.15,149.25,2707776,SAF.PA,Safran
2019-11-15,145.5,150.25,145.45,149.9,2482639,SAF.PA,Safran
2019-11-08,144.0,146.95,142.15,145.5,3550644,SAF.PA,Safran
2019-11-01,139.1,146.05,138.55,143.1,3979580,SAF.PA,Safran
2019-10-25,139.0,139.9,136.65,139.3,3379773,SAF.PA,Safran
2019-10-18,142.05,143.3,139.65,140.85,3422418,SAF.PA,Safran
2019-10-11,140.4813,143.3,138.4,142.1,3315626,SAF.PA,Safran
2019-10-04,144.6,145.35,137.45,140.4,3275902,SAF.PA,Safran
2019-09-27,142.1,145.4,140.5,145.0,3349072,SAF.PA,Safran
2019-09-20,142.6,143.85,140.2,142.3,4188958,SAF.PA,Safran
2019-09-13,143.75,144.15,138.15,143.8,4326145,SAF.PA,Safran
2019-09-06,131.9,143.45,129.2,142.95,4535539,SAF.PA,Safran
2019-08-30,128.75,132.8345,125.45,132.15,3019903,SAF.PA,Safran
2019-08-23,127.5,132.65,125.75,129.2,3442552,SAF.PA,Safran
2019-08-16,127.7,129.05,122.3,126.3,3932989,SAF.PA,Safran
