timestamp,open,high,low,close,volume,symbol,name
2020-05-22,274.0,295.95,270.6,291.75,5819160,ASML.AS,ASML Holding
2020-05-15,280.4,282.7,262.35,269.0,6487907,ASML.AS,ASML Holding
2020-05-08,257.5,279.65,251.85,278.4,6092774,ASML.AS,ASML Holding
2020-04-30,273.5,282.0,268.1,270.65,4907453,ASML.AS,ASML Holding
2020-04-24,272.3,274.25,256.45,266.7,5181484,ASML.AS,ASML Holding
2020-04-17,260.0,279.75,252.95,271.55,6811509,ASML.AS,ASML Holding
2020-04-09,236.0,260.95,235.2,255.65,5400862,ASML.AS,ASML Holding
2020-04-03,231.1,250.0,222.4,228.15,7162593,ASML.AS,ASML Holding
2020-03-27,200.8,254.0,195.36,229.5,11244536,ASML.AS,ASML Holding
2020-03-20,203.85,228.15,177.52,215.0,15541599,ASML.AS,ASML Holding
2020-03-13,233.0,247.45,210.5,216.1,16666971,ASML.AS,ASML Holding
2020-03-06,256.1,268.9,242.6,251.3,10486172,ASML.AS,ASML Holding
2020-02-28,273.1,274.65,241.95,248.1,11169147,ASML.AS,ASML Holding
2020-02-21,293.4,294.4,280.0,285.0,5969552,ASML.AS,ASML Holding
2020-02-14,277.05,294.1,276.5,292.95,5007283,ASML.AS,ASML Holding
2020-02-07,255.3,281.1,254.45,278.55,6257950,ASML.AS,ASML Holding
2020-01-31,264.7,269.5,254.0,254.25,6866340,ASML.AS,ASML Holding
2020-01-24,272.25,273.75,262.55,270.65,5422302,ASML.AS,ASML Holding
2020-01-17,268.0,274.05,267.5,270.9,4719443,ASML.AS,ASML Holding
2020-01-10,264.0,274.8,259.15,268.6,5123075,ASML.AS,ASML Holding
2020-01-03,266.2,271.4,261.6,267.95,2268321,ASML.AS,ASML Holding
2019-12-27,266.4,267.25,265.05,266.9,495721,ASML.AS,ASML Holding
2019-12-24,265.1,267.8,264.05,264.9,851681,ASML.AS,ASML Holding
2019-12-20,261.15,266.65,260.05,264.6,5989142,ASML.AS,ASML Holding
2019-12-13,252.6,262.25,247.0,259.85,4748444,ASML.AS,ASML Holding
2019-12-06,247.3,254.75,235.6,252.6,5354547,ASML.AS,ASML Holding
2019-11-29,243.05,249.6,243.0,247.0,3340818,ASML.AS,ASML Holding
2019-11-22,248.6,249.55,240.5,243.1,3834613,ASML.AS,ASML Holding
2019-11-15,241.65,249.3,240.35,249.0,3740269,ASML.AS,ASML Holding
2019-11-08,242.0,247.25,239.6,242.05,4901309,ASML.AS,ASML Holding
2019-11-01,237.6,242.8,234.9,239.75,4055038,ASML.AS,ASML Holding
2019-10-25,228.95,240.55,226.85,237.85,4639718,ASML.AS,ASML Holding
